A level	상급학년시험
unfleshly	정신적인/육욕적이 아닌
unflinching	단호한/움츠리지 않은
unfold	열다/펴다
unforced	자발적인/강제되지 않은
unforeseen	뜻밖의/예기치 못한
unforgettable	잊을 수 없는
unforgivable	용서할 수 없는
unforgiving	앙심 먹은/용서 없는/집념이 강한/용서하지 않는
unformed	미숙한/미발달의/정형이 없는/형성되지 않은/아직 꼴을 이루지 않은
unforthcoming	불친절한/순종하지 않는/남의 말을 안 듣는
unfortunate	불행한/불길한/유감스러운
unfortunately	불행하게도/공교롭게도/운수 나쁘게/유감스럽게도
unfounded	근거없는
unframed	틀이 없는/형성되지 않은/액자에 끼우지 않은
unfreeze	녹이다/동결을 해제하다
unfrequented	한적한/인적이 드문
unfriended	벗 없는/의지할 곳 없는/도와주는 이 없는
unfriendly	불친절한/우정이 없는
unfrock	법의를 벗기다/성직을 박탈하다
unfrozen	얼지 않은/동결되지 않은
unfruitful	효과가 없는/열매를 맺지 않은
unfulfilled	이행되지 않은/실현되지 않은/이루어지지 않은
unfunded	단기의/자금이 없는/일시 차입의
unfurl	올리다/펼치다/올라가다
unfurnished	설비가 안된/공급되지 않은
ungainly	몰골스러운/보기 흉한
ungenerosity	옹졸/인색
ungenerous	도량이 좁은/관대치 못한
ungentle	예의 없는/점잖지 못한/상냥하지 않은
ungentlemanly	야비한/비신사적인
ungetatable	가까이 가기 어려운/쉽사리 도달 할 수 없는
ungird	...의 띠를 풀다/...에 대한 통제를 풀다/...의 띠를 풀어 늦추다
ungirt	띠를 늦춘/긴장이 풀린/규율이 느슨해진
unglazed	초벌 구운/유약을 칠하지 않은/유리를 끼우지 않은/광택처리를 하지 않은
ungloved	장갑을 끼지 않은
unglue	떼어놓다/접착제를 분해아여떼다
unglued	격노한/벗겨진/잡아 뗀/이성을 잃은
ungodly	사악한/죄많은/신앙심 없는
ungovernable	제어가 어려운/제어할 수 없는
ungoverned	지배 당하지 않은
ungraceful	꼴사나운/볼품 없는/예의 없는/미련스러운/아취가 없는/우아하지 않은
ungracious	무례한/예절없는
ungraded	물매가 뜨지 않은/등급이 매겨져 있지 않은
ungraded school	단급 국민학교
ungrammatical	문법이 맞지 않은
ungrateful	은혜를 모르는/애쓴 보람 없는
ungrounded	근거 없는
unguarded	무방비의/부주의한/방심하고 있는
unguardging	활수한/아끼지 않는
unguent	연고
unguiculate	발톱이 있는/유조류의 포유동물/발톱 모양의 꽃받침이 있는
unguided	인도없는/유도 없는
unguiform	발톱모양의
unguis	발톱/발굽
ungulate	발굽이 있는/유제류의 동물
unhair	털을 뽑다/털이 빠지다/센털을 없애다
unhallow	모독하다/...의 신성을 더럽히다
unhallowed	죄 많은/신성치 않은/성별되지 않은
unhampered	차꼬를 안채운/방해받지 않는
unhand	손에서 놓다/..에서 손을 떼다
unhandled	길들지 않은
unhandsome	야비한/잘생기지 않은
unhandy	손재주가 없는/다루기 거북한
unhang	벗기다
unhanged	매달려 있지 않은/교수형에 처하지 않은
unhappily	불행히/운나쁘게/비참하게
unhappiness	불행/불운/비참/비애
unhappy	불행한/부적당한
unharmed	무사한
unharness	마구를 끄르다/무장을 해제시키다
unhealthful	건강에 해로운
unhealthy	불건전한/건강치 못한
unheard	들리지 않는/들은 바가 없는
unheardof	들은 적이 없는
unheeded	무시된/돌봐지지않는
unheeding	부주의한/주의를 기울이지 않는
unhemmed	감치지 않은/가를 두르지 않은
unheralded	의외의/예상 밖의/전달되지 않은
unhesitating	망설이지 않는
unhindered	방해받지 않는
unhinge	떼어놓다/어지럽히다
unhistorical	역사에 없는/역사적이 아닌/사실에 어긋난
unhitch	풀어놓다
unholy	사악한/신성치 않은
unhonored	존경받지 못하는
unhook	갈고리에서 벗기다
unhopedfor	뜻밖의/예기치 않은
unhorse	낙마시키다/말에서 흔들어 떨어뜨리다
unhouse	집을 빼앗다/집에서 내쫓다/올 데 갈 데 없게 만들다
unhulled	껍질을 벗기지 않은
unhulled rice	벼
unhurried	신중한/서두르지 않는
unhurt	무사한/다치지 않은
uniaxial	단경의/단축의
unicameral	단원제의
unicellular	단세포의
unicolor	단색인/한 색의
unicorn	일각수
unicuspid	단첨두의
unicycle	외바퀴 자전거
unideaed	우둔한/독창성이 없는
unidentified	동일한 것으로 확인되지 않은
unidentified flying object	미 확인 비행물체
unidimensional	1차원의/표면적인
unidiomatic	관용적이 아닌
unifiable	통일할 수 있는
unification	통일/단일화
unifier	결합시키는 것/통일하는 사람
uniflorous	홑꽃의
unifoliate	단엽의/외잎을 가진
uniform	일정한 한결같은
uniformed	제복차림의
uniformitarian	균일설의/균일론자
uniformity	획일/등질/균등/고름/일률/균일성/한결같음/일정 불변
uniformly	균일하게/한결같이
unify	통일하다/한결같게 하다
unihabitable	사람이 살수 없는
unilateral	일방적인/한쪽 만의
unilinear	단선적인
unilingual	통일 언어의/한 언어만 사용하는
uniliteral	한 자로 된/단일 문자의
unilock	한 군데를 잠그면 전부 잠기는
unimaginable	상상할 수 없는
unimaginative	상상력이 없는
unimhabited	무인의/사람이 살지 않은
unimpaired	약화되지 않은/손상되지 않은
unimpassioned	냉철한/차분한/감정에 동하지 않은
unimpeachable	죄가 없는/나무랄 데 없는
unimportance	사소함/하찮음/중요하지 않음
unimportant	보잘것 없는/중요하지 않은
unimposing	위풍 없는/보잘것 없는/눈에 띄지 않는
unimpressive	인상이 희박한/인상적이 아닌
unimproved	다듬지 않은/손보지 않은/경작되지 않은/이용되지 않은/아직 이용되지 않은/개량되어 있지 않은
unincorporated	편입되지 않은/합동되지 않은/자치체로서 인가되지 않은
uninflammable	불연성의/타지 않는
uninfluenced	공평한/편견 없는/감화되지 않은/영향을 받지 않은
uninformed	무식한/소식 불통인/소식을 받지 않은/교육을 받지 않은/충분한 지식이 없는
uninhabited	무인의/사람이 살지 않은
uninitiate	미숙한/경험 부족의
uninitiated	초심자/미경험자/풋내기의/충분한 경험이 없는
uninjured	손상되지 않은/상해를 입지 않은
uninspired	평범한/감격이 없는/영감이 없는/영감을 받지 않은
uninstructed	무식한/지시를 받지 않은
unintelligent	무지한/우둔한/지력이 없는
unintelligible	분명치 않은/이해할 수 없는
unintended	고의가 아닌/계획하지 않은
unintentional	무심코 한/무의식중의/고의가 아닌
uninterest	무관심
uninterested	냉담한/무관심한/...에 개인적 관계가 없는
uninteresting	시시한/흥미없는
uninterrupted	연속적인/끊임없는
uninvited	주제 넘은/초대받지 않은
uninviting	싫은/마음 내키지 않는/마음이 끌리지 않는
union	결혼/화합/합동/결합 연합
union catalog	종합 도서목록
union jack	연합 국기
unionism	통일론자/연합론자/통일 당원/연방주의자/노동 조합원/노동 조합주의자/종교산의 통일 주의자
unionization	노조 가입/노동 조합화/노동 조합 형성
unionize	노동조합에 가입시키다/노동조합으로 조직하다
unionized	이온화하지 않은
uniparous	한번 해산한/꽃자루가 하나뿐인/한번에 새끼 하나만 낳는
uniped	일족의
uniplanar	평면상의
unipod	일각
unipolar	단극의/단축의
unique	유일한/독특한/진기한
unirradiated	방사능을 받지 않은
unisex	남녀 공통의
unisexed	남녀의 구별이 안 되는
unisexual	단성의
unisolated	고립되지 않은/떨어져 있지 않고
unison	일치/조화/화음/제창/제주/동음/일치하여
unisonant	동음의/음이 일치하는
unisonous	동음의/일치하는/같은 높이의
unistable elememtr	부정 원소
unit	한개/단위/한사람
unit character	단일 형질
unit cost	단위 원가
unitable	결합할 수 있는/합일시킬 수 있는
unitage	단위량/단위량의 규정
unitard	유니타드
unitary	단위의/단일의
unite	겸비하다/결합하다/합병하다/일치하다/결혼시키다/일치 시키다/하나로 하다/하나로 되다
united	결합한/일치된
united gactor	단일 인자
united rule	단위 선출제
uniterm	단일어
unitive	결합적인/통합적인/결합력 있는
unitize	결합하다/단위로 나누다
unity	일치/조화/단일/통일/개체/일관성
univalent	일가의
univalve	단각의/단판의/그 패각/단각 연체 동물
universal	만능의/전칭의/만유의/우주의/만인의/보편적인/전세계의/전칭명제/널리행해지는
universal agent	총대리점
universal compasses	자재 캠퍼스
universal suffrage	보통 선거권
universalist	보편 구제설 신봉자
universality	만능/박식/일반성/보편성
universalize	보편화하다/일반화하다
universally	널리/도처에/예외 없이/전칭적으로/일반적으로/보편적으로
universe	만물/우주/전세계
university	대학/종합대학
univocal	제주의/일의어/단일의의/동음을 가진/뜻이 분명한/한 뜻 밖에 없는/단조로운 음성으로 말하는
unjoin	떼다/분리하다
unjoint	매듭을 풀다/이은 곳을 떼다
unjust	부정한
unjustifiable	조리가 닿지 않는/이치에 맞지 않는/변명할 여지가 없는
unkempt	단정치 못한/빗질을 안한
unkennel	폭로하다/굴에서 몰아내다/우리에서 나오다/우리에서 풀어놓다
unkept	방치된/등한시 된/유지되어않는
unkind	냉혹한/몰인정한/불친절한
unkindly	무정하게/불친절하게
unkindness	무정/몰인정/불친절
unknit	풀다/펴다
unknowable	불가지의/알 수 없는
unknowing	모르는/무지한/알지 못하는
unknown	불명의/미지의/미지수/미지의 인물/알려지지 않은
unkot	...의 매듭을 풀다
unlabored	자연스런/경작 안된/애쓰지 않고 얻은
unlace	끈을 풀다
unlade	내리다/뱃짐을 내리다/...의 짐을 내리다
unladylike	상스러운/숙녀답지 않은
unlaid	당황한/꼬이지 않은/부설되지 않은/늘어놓지 않은/안정되지 않은/놓여 있지 않은/갈피를 못 잡는/준비 되어 있지 않은
unlamented	슬퍼하는 사람없는/슬프게 여겨지지 않는
unlan	창기병
unlash	...의 줄을 풀다
unlatch	열리다/죔쇠를 끄르다/빗장을 끄르다/죔쇠가 끌러지다
unlawful	사생의/불법의/비합법의
unlay	엉킨 곳을 풀다
unleaded	무연의
unlearn	잊다/버리다/염두에서 없애다
unleash	해방하다/가죽끈을 풀다
unleavened	영향을 안받는/발효시키지 않은
unless	...외에는/...을 제외하고/만약...이 아니면
unlettered	문맹의/배우지 못한
unliberated	해방되지 않은/사회적으로 종속적인
unlicensed	방종한/면허없는
unlicked	볼품없는/버릇없는/모양이 다듬어지지 않은
unlighted	불을 켜지 않은
unlike	다른/닮지 않은/...과 달라서/...와 같지 않고
unlikelihood	진실 같지 않음/사실일 것 같지 않음
unlikely	가망없는/있을것 같지 않은/성공할 것 같지 않은
unlikeness	다름/닮지 않은 것
unlimber	앞차를 떼다/발포준비를 하다
unlimited	끝없는/무한한/부정의/무제한의
unlined	얇은/선이 없는/안을 대지 않은
unlink	풀다/빠지다/풀리다/고리를 빼다
unlinked	동일 연쇄군에 속하지 않는
unliquidated	미청산의/청산되지 않은
unlisted	상장되지 않은/목록에 실리지 않은
unlive	청산하다/일신하다/속죄하는 생활을 하다
unload	부리다/처분하다/짐을 풀다/탄알을 빼내다/무거운 짐을 덜다
unlock	열다/털어놓다/자물쇠를 열다
unlookedfor	의외의/예기치 않은
unloose	풀다/늦추다
unlovable	싫은/불쾌한/애교가 없는/귀엽지 않은
unlovely	싫은/추한/못생긴/불쾌한/귀엽지 않은/사랑스럽지 않은
unluckily	불운하게도/공교롭게도/불행하게도
unlucky	불길한/불행한/공교로운/잘되지 않는/불행을 가져오는
unmail	...의 못을 뽑다
unmake	폐하다/부수다/파괴하다
unmalleable	단조할 수 없는/두드려서 늘이기 힘든
unman	용기를 꺾다/남자다움을 잃게하다
unmanageable	다루기 힘든/제어하기 어려운
unmanly	나약한/겁많은/여자 같은/남자답지 않은
unmanned	무인의/승무원이 없는
unmannered	솔직한/꾸미지 않은
unmannerly	무무한/예절없는
unmarked	무표의/표가 없는/상처가 없는/눈에 띄지 않는
unmarried	미혼의
unmask	가면을 벗다/가면을 벗기다/정체를 폭로하다
unmatchable	유례 없는/겨루기 어려운/필적하기 어려운
unmatched	상대가 없는/비할데 없는
unmatured	익지 않은/성숙하지 않은
unmeaning	멍청한/뜻없는/무의미한/표정없는
